tts,prompt_id,wav_path,emotion,emotion_pred,top_score,eas,eas_x7
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_3_echo/47.wav,neutral,neutral,0.9361236691474915,0.8672366142272949,6.0706562995910645
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_4_onyx/47.wav,neutral,sad,0.7392045259475708,0.7636380195617676,5.345466136932373
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_5_verse/47.wav,neutral,neutral,0.8810871839523315,0.8678487539291382,6.074941277503967
genai,idx47,output/sentences/genai/fold_1_zephyr/47.wav,neutral,neutral,0.980745792388916,0.8711465001106262,6.0980255007743835
genai,idx47,output/sentences/genai/fold_2_leda/47.wav,neutral,neutral,0.9877026677131653,0.8702095746994019,6.091467022895813
genai,idx47,output/sentences/genai/fold_3_fenrir/47.wav,neutral,neutral,0.9955475330352783,0.8991307020187378,6.2939149141311646
genai,idx47,output/sentences/genai/fold_4_kore/47.wav,neutral,neutral,0.9989872574806213,0.9190971851348877,6.433680295944214
genai,idx47,output/sentences/genai/fold_5_charon/47.wav,neutral,neutral,0.9814375638961792,0.8950289487838745,6.265202641487122
openai,idx47,output/sentences/openai/fold_1_nova/47.wav,neutral,neutral,0.9845685958862305,0.8859047889709473,6.201333522796631
openai,idx47,output/sentences/openai/fold_2_coral/47.wav,neutral,neutral,0.9272549152374268,0.8717436194419861,6.102205336093903
openai,idx47,output/sentences/openai/fold_3_echo/47.wav,neutral,neutral,0.7728989720344543,0.857092022895813,5.999644160270691
openai,idx47,output/sentences/openai/fold_4_onyx/47.wav,neutral,neutral,0.982727587223053,0.8773958683013916,6.141771078109741
openai,idx47,output/sentences/openai/fold_5_verse/47.wav,neutral,neutral,0.46701592206954956,0.8249175548553467,5.774422883987427
azure,idx26,output/sentences/azure/fold_1_en-US-JennyNeural/26.wav,fearful,fearful,0.9440416693687439,0.9397912621498108,6.5785388350486755
azure,idx26,output/sentences/azure/fold_2_en-US-DavisNeural/26.wav,fearful,fearful,0.9718087911605835,0.9428318738937378,6.5998231172561646
azure,idx26,output/sentences/azure/fold_3_en-US-GuyNeural/26.wav,fearful,fearful,0.7965590357780457,0.924650251865387,6.472551763057709
azure,idx26,output/sentences/azure/fold_4_en-US-AriaNeural/26.wav,fearful,fearful,0.9247465133666992,0.9364175796508789,6.554923057556152
azure,idx26,output/sentences/azure/fold_5_en-US-SaraNeural/26.wav,fearful,fearful,0.9707162976264954,0.93487149477005,6.54410046339035
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_1_nova/26.wav,fearful,angry,0.8700221180915833,0.8065227270126343,5.64565908908844
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_2_coral/26.wav,fearful,angry,0.7341805696487427,0.8245245218276978,5.771671652793884
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_3_echo/26.wav,fearful,fearful,0.7674276828765869,0.8843365907669067,6.190356135368347
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_4_onyx/26.wav,fearful,fearful,0.7114694714546204,0.8522733449935913,5.965913414955139
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_5_verse/26.wav,fearful,happy,0.5579846501350403,0.820174515247345,5.741221606731415
genai,idx26,output/sentences/genai/fold_1_zephyr/26.wav,fearful,fearful,0.8106961846351624,0.9043968915939331,6.330778241157532
genai,idx26,output/sentences/genai/fold_2_leda/26.wav,fearful,fearful,0.7884631752967834,0.9027228951454163,6.319060266017914
genai,idx26,output/sentences/genai/fold_3_fenrir/26.wav,fearful,fearful,0.8675106763839722,0.9012770652770996,6.308939456939697
genai,idx26,output/sentences/genai/fold_4_kore/26.wav,fearful,fearful,0.7479259967803955,0.8673415184020996,6.071390628814697
genai,idx26,output/sentences/genai/fold_5_charon/26.wav,fearful,fearful,0.8967178463935852,0.9024553298950195,6.317187309265137
openai,idx26,output/sentences/openai/fold_1_nova/26.wav,fearful,happy,0.9121229648590088,0.7737473845481873,5.416231691837311
openai,idx26,output/sentences/openai/fold_2_coral/26.wav,fearful,fearful,0.5661845803260803,0.8927960395812988,6.249572277069092
openai,idx26,output/sentences/openai/fold_3_echo/26.wav,fearful,sad,0.5262962579727173,0.851069450378418,5.957486152648926
openai,idx26,output/sentences/openai/fold_4_onyx/26.wav,fearful,sad,0.9134262800216675,0.840882420539856,5.886176943778992
openai,idx26,output/sentences/openai/fold_5_verse/26.wav,fearful,fearful,0.739909827709198,0.8630937337875366,6.041656136512756
azure,idx68,output/sentences/azure/fold_1_en-US-JennyNeural/68.wav,surprised,angry,0.8936916589736938,0.8611416220664978,6.027991354465485
azure,idx68,output/sentences/azure/fold_2_en-US-DavisNeural/68.wav,surprised,surprised,0.4967753291130066,0.8915051817893982,6.240536272525787
azure,idx68,output/sentences/azure/fold_3_en-US-GuyNeural/68.wav,surprised,surprised,0.4661424458026886,0.8906875848770142,6.234813094139099
azure,idx68,output/sentences/azure/fold_4_en-US-AriaNeural/68.wav,surprised,surprised,0.490174263715744,0.8850579857826233,6.195405900478363
azure,idx68,output/sentences/azure/fold_5_en-US-SaraNeural/68.wav,surprised,surprised,0.9619517922401428,0.9253308773040771,6.47731614112854
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_1_nova/68.wav,surprised,surprised,0.9567402005195618,0.90643310546875,6.34503173828125
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_2_coral/68.wav,surprised,surprised,0.9470909237861633,0.9224872589111328,6.45741081237793
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_3_echo/68.wav,surprised,surprised,0.9323213696479797,0.9337095022201538,6.535966515541077
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_4_onyx/68.wav,surprised,fearful,0.6079711318016052,0.8342107534408569,5.8394752740859985
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_5_verse/68.wav,surprised,surprised,0.7956384420394897,0.9054673910140991,6.338271737098694
genai,idx68,output/sentences/genai/fold_1_zephyr/68.wav,surprised,surprised,0.6509450674057007,0.9036922454833984,6.325845718383789
genai,idx68,output/sentences/genai/fold_2_leda/68.wav,surprised,surprised,0.9786486029624939,0.9356215000152588,6.5493505001068115
genai,idx68,output/sentences/genai/fold_3_fenrir/68.wav,surprised,surprised,0.8467432856559753,0.9145498275756836,6.401848793029785
genai,idx68,output/sentences/genai/fold_4_kore/68.wav,surprised,happy,0.9208942651748657,0.8435990810394287,5.905193567276001
genai,idx68,output/sentences/genai/fold_5_charon/68.wav,surprised,surprised,0.8764816522598267,0.9107160568237305,6.375012397766113
openai,idx68,output/sentences/openai/fold_1_nova/68.wav,surprised,happy,0.5734388828277588,0.8773640394210815,6.141548275947571
openai,idx68,output/sentences/openai/fold_2_coral/68.wav,surprised,surprised,0.9692865610122681,0.9398828744888306,6.579180121421814
openai,idx68,output/sentences/openai/fold_3_echo/68.wav,surprised,surprised,0.6202961206436157,0.8646031022071838,6.052221715450287
openai,idx68,output/sentences/openai/fold_4_onyx/68.wav,surprised,surprised,0.9863046407699585,0.9460280537605286,6.6221963763237
openai,idx68,output/sentences/openai/fold_5_verse/68.wav,surprised,surprised,0.4780304431915283,0.8934909701347351,6.254436790943146
azure,idx59,output/sentences/azure/fold_1_en-US-JennyNeural/59.wav,sad,sad,0.9989179372787476,0.8986454010009766,6.290517807006836
azure,idx59,output/sentences/azure/fold_2_en-US-DavisNeural/59.wav,sad,sad,0.9159805774688721,0.88736891746521,6.21158242225647
azure,idx59,output/sentences/azure/fold_3_en-US-GuyNeural/59.wav,sad,sad,0.9991217255592346,0.9222224950790405,6.455557465553284
azure,idx59,output/sentences/azure/fold_4_en-US-AriaNeural/59.wav,sad,sad,0.9896407723426819,0.8836592435836792,6.185614705085754
azure,idx59,output/sentences/azure/fold_5_en-US-SaraNeural/59.wav,sad,sad,0.9989173412322998,0.907082200050354,6.349575400352478
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_1_nova/59.wav,sad,sad,0.9002729058265686,0.8398609161376953,5.879026412963867
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_2_coral/59.wav,sad,sad,0.9881567358970642,0.8824109435081482,6.176876604557037
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_3_echo/59.wav,sad,sad,0.9151903390884399,0.8633952140808105,6.043766498565674
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_4_onyx/59.wav,sad,sad,0.8521094918251038,0.8731894493103027,6.112326145172119
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_5_verse/59.wav,sad,sad,0.7553430199623108,0.8421383500099182,5.8949684500694275
genai,idx59,output/sentences/genai/fold_1_zephyr/59.wav,sad,sad,0.9991694688796997,0.923690676689148,6.465834736824036
genai,idx59,output/sentences/genai/fold_2_leda/59.wav,sad,sad,0.9973770380020142,0.9344920516014099,6.541444361209869
genai,idx59,output/sentences/genai/fold_3_fenrir/59.wav,sad,sad,0.9990448355674744,0.920060396194458,6.440422773361206
genai,idx59,output/sentences/genai/fold_4_kore/59.wav,sad,sad,0.9933472871780396,0.9132469892501831,6.392728924751282
genai,idx59,output/sentences/genai/fold_5_charon/59.wav,sad,sad,0.9971005320549011,0.9117392301559448,6.382174611091614
openai,idx59,output/sentences/openai/fold_1_nova/59.wav,sad,sad,0.7764405012130737,0.8505212068557739,5.9536484479904175
openai,idx59,output/sentences/openai/fold_2_coral/59.wav,sad,sad,0.9985338449478149,0.9298025369644165,6.5086177587509155
openai,idx59,output/sentences/openai/fold_3_echo/59.wav,sad,neutral,0.8459064960479736,0.7778530120849609,5.444971084594727
openai,idx59,output/sentences/openai/fold_4_onyx/59.wav,sad,sad,0.9990023970603943,0.9387091398239136,6.570963978767395
openai,idx59,output/sentences/openai/fold_5_verse/59.wav,sad,sad,0.9977206587791443,0.91482013463974,6.40374094247818
